"product_id";"protein";"fat";"carbohydrates";"energy"
"02068";0.04;0.00;0.27;19.00
"02069";0.49;0.00;17.03;88.00
"02074";0.00;0.00;0.00;0.00
"02075";4.50;0.00;58.00;322.00
"02076";10.82;7.30;56.56;335.00
"03000";5.55;9.72;74.72;416.00
"03001";0.00;0.02;86.68;347.00
"03002";12.03;2.52;2.43;81.00
"03003";12.03;2.52;2.43;81.00
"03005";13.12;2.45;1.51;81.00
"03007";14.00;7.10;0.00;124.00
"03008";11.30;3.80;3.70;97.00
"03009";11.30;3.80;3.70;97.00
"03010";14.07;3.41;0.85;94.00
"03011";15.20;5.20;0.00;112.00
"03012";13.70;7.90;0.10;130.00
"03013";14.00;9.60;0.00;146.00
"03014";14.60;14.40;1.50;188.00
"03015";11.50;6.20;1.40;111.00
"03016";11.50;6.20;1.40;111.00
"03017";13.70;14.20;1.40;188.00
"03019";0.82;2.24;76.61;330.00
"03021";13.40;14.60;1.10;184.00
"03022";1.10;0.00;14.82;64.00
"03023";6.19;2.30;85.79;344.00
"03024";0.00;0.00;0.00;0.00
"03025";0.47;0.00;12.88;48.00
"03026";0.31;0.14;12.22;46.00
"03041";2.00;0.90;7.70;48.00
"03042";2.10;0.80;8.00;48.00
"03043";4.20;2.10;10.00;77.00
"03044";2.36;1.47;9.45;61.00
"03045";2.50;1.10;9.40;59.00
"03046";3.60;2.20;16.30;99.00
"03047";2.44;2.26;8.18;63.00
"03048";3.50;2.60;11.20;82.00
"03049";5.00;2.90;8.80;82.00
"03050";2.57;1.37;11.42;68.00
"03051";5.30;1.00;10.80;75.00
"03053";2.21;3.60;8.84;77.00
"03054";2.21;3.60;8.84;77.00
"03055";2.03;6.93;6.36;96.00
"03067";2.10;1.70;7.10;51.00
"03068";3.53;3.22;7.81;74.00
"03069";3.53;3.23;7.80;74.00
"03070";1.60;1.70;7.20;50.00
"03072";5.20;3.70;6.40;78.00
"03073";2.47;1.73;8.42;59.00
"03075";2.00;2.50;7.90;63.00
"03076";1.70;2.20;9.10;64.00
"03077";1.70;2.10;8.40;60.00
"03079";1.20;1.20;6.80;44.00
"03081";1.80;1.50;7.60;52.00
"03082";2.27;1.24;7.94;52.00
"03083";2.37;0.92;9.57;56.00
"03084";2.32;0.90;7.62;48.00
"03085";1.72;1.74;7.55;53.00
"03089";3.14;2.11;8.95;67.00
"03090";2.60;2.00;8.20;61.00
"03091";1.20;0.17;6.29;27.00
"03092";1.20;0.10;5.80;24.00
"03093";1.20;0.20;5.70;29.00
"03096";2.20;1.90;9.00;62.00
"03098";1.30;0.10;7.70;34.00
"03099";0.80;0.10;6.00;26.00
"03100";0.80;0.20;7.20;32.00
"03104";0.81;0.20;5.73;28.00
"03105";0.81;0.20;5.73;24.00
"03108";1.10;0.10;13.20;57.00
"03109";1.10;0.10;14.00;60.00
"03112";1.00;0.10;11.73;52.00
"03113";10.94;6.42;73.57;396.00
"03114";2.00;0.60;9.26;50.00
"03115";0.19;0.36;11.56;50.00
"03116";0.20;0.20;10.80;41.00
"03117";0.00;0.00;10.30;37.00
"03118";0.30;0.00;16.30;60.00
"03119";1.40;0.40;14.10;57.00
"03120";1.40;0.40;16.25;65.00
"03121";3.27;0.43;8.36;50.00
"03122";3.90;0.80;10.30;64.00
"03127";2.50;1.30;5.70;37.00
"03128";0.30;0.00;17.30;63.00
"03129";0.40;0.10;15.30;56.00
"03130";0.94;0.33;14.48;65.00
"03131";0.94;0.33;14.48;65.00
"03132";0.30;0.20;10.80;42.00
"03133";0.30;0.10;11.60;44.00
"03134";0.10;0.00;19.70;71.00
"03135";0.10;0.00;20.50;74.00
"03136";0.60;0.10;18.50;69.00
"03137";0.60;0.10;18.70;70.00
"03139";1.00;0.20;23.52;100.00
"03140";0.30;0.20;19.00;70.00
"03141";0.30;0.10;13.60;57.00
"03142";0.20;0.20;11.64;44.00
"03143";0.20;0.20;12.40;47.00
"03144";0.00;0.00;14.10;51.00
"03145";0.00;0.00;14.10;51.00
"03147";0.37;0.10;16.16;66.00
"03150";0.10;0.10;10.10;37.00
"03151";0.10;0.10;10.50;39.00
"03152";0.20;0.20;15.60;58.00
"03153";0.20;0.20;15.40;58.00
"03154";0.30;0.22;15.30;64.00
"03156";0.20;0.10;18.40;68.00
"03157";0.20;0.00;17.80;65.00
"03158";0.30;0.10;10.90;41.00
"03159";0.30;0.20;11.40;44.00
"03160";0.20;0.10;17.00;63.00
"03161";0.50;0.20;11.80;51.00
"03162";0.20;0.10;18.90;70.00
"03163";0.90;0.22;19.31;83.00
"03164";0.20;0.20;16.30;61.00
"03165";0.20;0.20;16.60;62.00
"03166";0.00;0.10;11.70;47.00
"03167";0.20;0.10;12.30;51.00
"03168";0.20;0.10;10.50;43.00
"03171";0.20;0.10;18.10;72.00
"03172";0.60;0.30;10.20;45.00
"03173";0.40;0.20;10.10;43.00
"03174";0.40;0.10;11.50;47.00
"03175";0.80;0.10;10.90;46.00
"03176";0.70;0.10;11.90;50.00
"03177";0.50;0.10;11.70;48.00
"03178";0.60;0.30;16.80;70.00
"03179";0.10;0.10;11.70;47.00
"03181";13.20;6.60;69.40;376.00
"03184";6.60;4.80;83.20;402.00
"03185";6.66;6.66;78.21;399.00
"03186";10.70;4.60;77.10;391.00
"03187";0.71;0.51;18.38;82.00
"03188";0.71;0.51;18.79;84.00
"03189";10.99;6.36;73.48;394.00
"03190";6.67;6.67;78.07;399.00
"03191";0.89;0.89;15.62;75.00
"03192";0.89;0.89;16.03;76.00
"03193";13.50;7.00;69.30;391.00
"03194";6.65;2.19;83.14;390.00
"03195";1.20;0.40;17.10;80.00
"03197";1.90;1.80;7.00;51.00
"03198";1.90;1.80;7.10;52.00
"03199";2.20;1.50;8.00;58.00
"03201";2.50;5.00;6.20;79.00
"03205";10.50;7.05;74.10;402.00
"03206";6.80;12.60;73.70;435.00
"03209";8.40;19.60;66.85;477.00
"03211";25.40;6.50;57.60;374.00
"03212";8.70;4.20;79.90;404.00
"03213";11.80;13.20;67.10;433.00
"03214";7.60;10.00;75.40;424.00
"03215";10.80;2.00;82.20;397.00
"03216";7.97;9.27;72.48;407.00
"03217";10.10;9.70;74.20;426.00
"03220";0.20;0.40;19.74;75.00
"03221";0.20;0.16;19.18;79.00
"03222";0.30;0.10;19.20;78.00
"03224";0.20;0.30;17.80;68.00
"03225";0.20;0.20;18.40;69.00
"03226";1.10;0.90;17.70;80.00
"03227";0.30;0.00;17.80;65.00
"03228";0.30;0.00;18.30;67.00
"03229";0.20;0.00;16.50;60.00
"03230";0.30;0.00;16.40;60.00
"03233";1.30;0.30;20.30;81.00
"03235";0.30;0.00;16.00;59.00
"03236";0.30;0.00;17.20;63.00
"03238";0.20;0.00;16.40;60.00
"03245";1.60;2.00;16.00;85.00
"03246";1.76;0.98;17.58;86.00
"03265";0.10;0.20;11.34;46.00
"03267";0.20;0.10;12.70;52.00
"03269";0.06;0.10;11.10;46.00
"03274";2.04;1.12;8.66;53.00
"03278";1.20;0.10;9.50;41.00
"03279";1.01;0.11;7.88;34.00
"03280";0.40;0.20;17.80;67.00
"03282";1.40;0.40;8.20;36.00
"03283";2.30;0.20;6.80;32.00
"03286";1.00;0.50;8.25;36.00
"03287";2.50;1.90;7.30;57.00
"03289";2.60;0.90;10.90;62.00
"03290";3.40;2.50;5.70;59.00
"03293";1.10;0.30;12.70;57.00
"03296";3.80;1.60;7.50;60.00
"03297";2.16;1.38;10.88;65.00
"03298";3.59;2.48;6.34;62.00
"03301";0.00;0.00;7.35;29.00
"03302";14.29;4.00;71.82;380.00
"03303";2.51;2.17;11.04;74.00
"03376";1.64;4.10;6.93;71.00
"03381";10.50;27.00;57.20;514.00
"03382";2.80;3.90;8.66;81.00
"03384";3.20;4.80;11.13;101.00
"03385";11.70;27.00;55.80;513.00
"03386";11.70;27.00;55.90;513.00
"03387";1.51;3.50;7.60;68.00
"03388";1.50;3.50;7.61;68.00
"03389";12.00;21.00;61.97;485.00
"03390";1.84;3.70;7.00;69.00
"03391";2.20;4.40;5.95;72.00
"03392";13.90;26.00;55.68;512.00
"03393";1.51;3.50;7.60;68.00
"03681";3.73;3.26;9.94;84.00
"03682";8.70;3.80;11.60;111.00
"03685";4.14;3.38;12.30;96.00
"03686";3.82;3.46;10.00;86.00
"03689";5.00;4.10;15.30;116.00
"03690";3.82;3.46;10.00;86.00
"03693";5.00;3.90;15.30;115.00
"03694";3.45;3.38;10.31;85.00
"03696";3.90;3.30;17.10;115.00
"03704";5.00;3.60;15.90;115.00
"03711";6.90;3.90;13.40;112.00
"03712";3.57;3.32;10.49;86.00
"03801";2.79;6.50;14.20;127.00
"03802";11.30;26.10;57.32;509.00
"03805";10.80;27.00;56.20;520.00
"03808";10.80;27.00;56.20;511.00
"03812";1.31;3.50;7.86;68.00
"03815";1.38;3.50;7.10;64.00
"03818";2.76;7.16;14.24;131.00
"03821";14.00;28.00;52.20;517.00
"03822";1.86;3.70;6.54;67.00
"03823";1.64;3.50;6.11;63.00
"03825";1.38;3.50;7.18;64.00
"03832";1.31;3.50;7.86;68.00
"03837";11.40;28.71;54.94;524.00
"03838";14.10;27.00;53.60;514.00
"03841";1.61;3.59;6.70;66.00
"03842";3.13;6.98;13.21;128.00
"03843";12.60;28.09;53.57;517.00
"03844";1.84;3.50;7.20;68.00
"03845";1.83;3.50;7.21;68.00
"03846";1.80;3.63;6.77;66.00
"03849";13.90;26.00;53.80;505.00
"03851";2.64;6.89;13.76;127.00
"03852";12.70;27.00;54.60;512.00
"03853";10.89;28.87;54.73;522.00
"03854";1.63;3.40;7.58;67.00
"03857";1.64;3.50;6.47;64.00
"03859";1.60;3.28;7.13;64.00
"03860";2.86;4.77;11.15;99.00
"03861";15.60;21.00;57.10;480.00
"03864";2.14;2.91;8.09;67.00
"03867";12.50;25.60;55.60;503.00
"03870";2.80;4.70;11.28;99.00
"03928";12.50;25.50;55.70;502.00
"03929";15.60;21.00;57.10;480.00
"03930";2.14;2.91;8.08;67.00
"03934";1.26;0.28;15.23;68.00
"03935";1.80;3.63;6.77;67.00
"03936";1.40;3.50;6.39;63.00
"03937";2.90;7.00;13.90;130.00
"03938";12.00;28.00;56.00;524.00
"03939";1.80;3.50;6.09;63.00
"03940";3.60;7.00;12.18;126.00
"03941";13.60;27.20;52.20;508.00
"03942";1.64;3.30;8.73;71.00
"03943";12.40;25.00;57.40;504.00
"03944";1.92;3.77;6.94;69.00
"03945";14.42;28.33;51.75;520.00
"03946";1.48;3.74;7.40;68.00
"03947";2.73;6.95;13.64;128.00
"03948";11.13;28.14;55.67;520.00
"03949";1.36;3.70;6.77;66.00
"03950";10.89;28.87;54.73;522.00
"03951";2.64;6.89;13.52;127.00
"03952";3.13;6.98;13.21;128.00
"03953";1.61;3.59;6.70;66.00
"03954";12.60;28.09;53.57;517.00
"03955";2.00;3.80;7.73;73.00
"03956";3.40;3.53;13.22;98.00
"03957";13.99;28.19;51.91;517.00
"03959";1.11;1.47;7.47;48.00
"03960";1.45;3.37;7.39;66.00
"03961";1.45;3.37;7.39;66.00
"03963";1.51;3.50;7.60;68.00
"03964";5.43;5.30;68.63;344.00
"03965";3.05;3.08;13.00;92.00
"03966";3.31;6.67;14.71;132.00
"03967";12.90;26.90;52.80;505.00
"03968";1.78;3.63;7.18;64.00
"03980";11.70;27.00;56.50;516.00
"03982";2.17;2.89;7.64;65.00
"03983";1.84;3.48;6.76;66.00
"03984";2.20;3.30;6.20;63.00
"03985";2.60;3.90;8.88;81.00
"03986";1.38;3.48;7.81;68.00
"03987";1.84;3.28;7.15;65.00
"03988";1.44;3.36;7.17;65.00
"03989";1.44;3.34;7.61;66.00
"03990";1.44;3.37;7.39;66.00
"03991";1.97;3.54;6.69;66.00
"03992";1.76;3.60;6.67;66.00
"03993";1.40;3.54;7.19;66.00
"03994";0.71;0.37;25.78;109.00
"03995";1.01;0.36;21.31;92.00
"03996";6.67;6.67;80.06;407.00
"03997";12.50;0.87;83.21;391.00
"03998";0.00;28.57;61.59;503.00
"03999";11.00;27.75;55.00;514.00
"04001";0.00;100.00;0.00;902.00
"04002";0.00;100.00;0.00;902.00
"04011";0.60;32.90;8.50;334.00
"04013";0.20;0.00;15.80;64.00
"04014";0.20;2.70;15.50;84.00
"04015";0.69;26.18;31.90;355.00
"04016";3.10;45.20;8.60;443.00
"04017";1.09;35.06;14.64;379.00
"04018";0.65;21.60;14.78;250.00
"04020";0.58;11.52;31.22;222.00
"04021";0.39;6.68;9.99;102.00
"04022";0.50;4.00;27.60;141.00
"04023";0.83;11.32;24.06;195.00
"04025";0.96;74.85;0.57;680.00
"04026";1.10;79.40;2.70;717.00
"04027";0.30;19.20;16.00;232.00
"04028";2.10;5.10;11.10;97.00
"04029";0.10;47.70;15.80;482.00
"04030";0.90;34.00;22.40;389.00
"04031";0.00;100.00;0.00;884.00
"04034";0.00;100.00;0.00;884.00
"04037";0.00;100.00;0.00;884.00
"04038";0.00;100.00;0.00;884.00
"04042";0.00;100.00;0.00;884.00
"04044";0.00;100.00;0.00;884.00
"04047";0.00;99.06;0.00;892.00
"04053";0.00;100.00;0.00;884.00
"04055";0.00;100.00;0.00;884.00
"04058";0.00;100.00;0.00;884.00
"04060";0.00;100.00;0.00;884.00
"04073";0.90;80.50;0.90;719.00
"04114";0.41;21.12;12.12;240.00
"04120";0.87;39.07;18.79;419.00
"04128";0.23;37.98;1.52;349.00
"04133";0.10;70.20;3.40;631.00
"04135";0.00;50.10;2.50;449.00
"04141";0.77;44.81;15.58;459.00
"04142";0.58;13.46;29.28;233.00
"04143";0.38;28.37;10.43;292.00
"04144";0.47;6.38;4.57;76.00
"04145";1.10;79.40;2.70;717.00
"04146";0.10;70.20;3.40;631.00
"04367";0.20;0.27;32.14;132.00
"04501";0.00;100.00;0.00;884.00
"04502";0.00;100.00;0.00;884.00
"04506";0.00;100.00;0.00;884.00
"04510";0.00;100.00;0.00;884.00
"04511";0.00;100.00;0.00;884.00
"04513";0.00;100.00;0.00;862.00
"04514";0.00;100.00;0.00;884.00
"04515";0.00;100.00;0.00;884.00
"04516";0.00;100.00;0.00;884.00
"04517";0.00;100.00;0.00;884.00
"04518";0.00;100.00;0.00;900.00
"04528";0.00;100.00;0.00;884.00
"04529";0.00;100.00;0.00;884.00
"04530";0.00;100.00;0.00;884.00
"04531";0.00;100.00;0.00;763.00
"04532";0.00;100.00;0.00;884.00
"04534";0.00;100.00;0.00;884.00
"04536";0.00;100.00;0.00;884.00
"04539";1.37;51.10;4.77;484.00
"04541";0.00;100.00;0.00;884.00
"04542";0.00;99.80;0.00;900.00
"04543";0.00;100.00;0.00;884.00
"04544";0.00;100.00;0.00;900.00
"04545";0.00;100.00;0.00;884.00
"04546";0.00;100.00;0.00;884.00
"04548";0.00;100.00;0.00;884.00
"04549";0.00;100.00;0.00;900.00
"04550";0.00;100.00;0.00;900.00
"04551";0.00;100.00;0.00;884.00
"04554";0.00;100.00;0.00;884.00
"04556";0.00;100.00;0.00;884.00
