"product_id";"measure_description";"grams_weight";"is_visible"
"01023";"package (6 oz)";170.00;0
"01024";"cup";134.00;0
"01024";"oz";28.35;0
"01024";"cubic inch";18.00;0
"01024";"box";113.00;0
"01024";"package (8 oz)";227.00;0
"01025";"cup, diced";132.00;0
"01025";"cup, shredded";113.00;0
"01025";"oz";28.35;0
"01025";"cubic inch";17.00;0
"01025";"slice (1 oz)";28.00;0
"01025";"package (6 oz)";170.00;0
"01026";"cup, shredded";112.00;0
"01026";"oz";28.35;0
"01027";"oz";28.35;0
"01027";"cubic inch";18.00;0
"01028";"oz";28.35;0
"01029";"cup, diced";132.00;0
"01029";"cup, shredded";113.00;0
"01029";"oz";28.35;0
"01029";"cubic inch";18.00;0
"01029";"slice (1 oz)";28.00;0
"01030";"cup, diced";132.00;0
"01030";"cup, shredded";113.00;0
"01030";"oz";28.35;0
"01030";"cubic inch";18.00;0
"01030";"slice (1 oz)";28.00;0
"01030";"package (6 oz)";170.00;0
"01031";"oz";28.35;0
"01031";"package (3 oz)";85.00;0
"01032";"cup";100.00;0
"01032";"tbsp";5.00;0
"01032";"oz";28.35;0
"01033";"oz";28.35;0
"01033";"cubic inch";10.30;0
"01034";"cup, diced";132.00;0
"01034";"cup, shredded";113.00;0
"01034";"oz";28.35;0
"01034";"cubic inch";17.00;0
"01034";"slice (1 oz)";28.00;0
"01034";"package (6 oz)";170.00;0
"01035";"cup, diced";132.00;0
"01035";"oz";28.35;0
"01035";"cubic inch";17.00;0
"01035";"slice (1 oz)";28.00;0
"01035";"package (6 oz)";170.00;0
"01036";"cup";246.00;0
"01037";"oz";28.35;0
"01037";"cup";246.00;0
"01038";"oz";28.35;0
"01039";"oz";28.35;0
"01039";"package (3 oz)";85.00;0
"01040";"cup, diced";132.00;0
"01040";"cup, melted";244.00;0
"01040";"cup, shredded";108.00;0
"01040";"oz";28.35;0
"01040";"cubic inch";15.00;0
"01040";"slice (1 oz)";28.00;0
"01041";"oz";28.35;0
"01041";"package (6 oz)";170.00;0
"01042";"oz";28.35;0
"01042";"slice (1 oz)";28.00;0
"01042";"slice (3/4 oz)";21.00;0
"01042";"cubic inch";18.00;0
"01042";"cup, shredded";113.00;0
"01042";"cup, diced";140.00;0
"01042";"cup, melted";244.00;0
"01043";"cup, diced";140.00;0
"01043";"cup, melted";244.00;0
"01043";"cup, shredded";113.00;0
"01043";"oz";28.35;0
"01043";"cubic inch";18.00;0
"01043";"slice (3/4 oz)";21.00;0
"01044";"cup, diced";140.00;0
"01044";"cup, shredded";113.00;0
"01044";"oz";28.35;0
"01044";"cubic inch";18.00;0
"01044";"slice (3/4 oz)";21.00;0
"01045";"oz";28.35;0
"01045";"package (8 oz)";227.00;0
"01046";"cup";113.00;0
"01046";"oz";28.35;0
"01046";"slice (3/4 oz)";21.00;0
"01046";"package (8 oz)";227.00;0
"01047";"oz";28.35;0
"01047";"package (8 oz)";227.00;0
"01048";"cup, diced";140.00;0
"01048";"cup";244.00;0
"01048";"cubic inch";18.00;0
"01048";"slice";34.00;0
"01048";"slice, thin";14.00;0
"01049";"fl oz";30.20;0
"01049";"tbsp";15.00;0
"01049";"cup";242.00;0
"01050";"fl oz";30.00;0
"01050";"tbsp";15.00;0
"01050";"cup";240.00;0
"01050";"container, individual";11.10;0
"01052";"tbsp";15.00;0
"01053";"tbsp";15.00;0
"01053";"fl oz";29.80;0
"01054";"cup";60.00;0
"01054";"tbsp";3.00;0
"01055";"tbsp";15.00;0
"01055";"cup";242.00;0
"01056";"tbsp";12.00;0
"01056";"cup";230.00;0
"01057";"cup";254.00;0
"01057";"fl oz";31.80;0
"01057";"quart";1016.00;0
"01058";"tbsp";12.00;0
"01058";"cup";235.00;0
"01059";"cup";244.00;0
"01059";"quart";976.00;0
"01060";"cup";244.00;0
"01060";"fl oz";30.50;0
"01060";"quart";976.00;0
"01061";"serving";19.00;0
"01067";"container, individual";15.00;0
"01067";"fl oz";30.00;0
"01067";"cup";240.00;0
"01068";"container, individual";15.00;0
"01069";"cup";94.00;0
"01069";"tsp";2.00;0
"01069";"packet";3.00;0
"01071";"cup";80.00;0
"01071";"tbsp";4.00;0
"01071";"package yields";160.00;0
"01072";"cup";70.00;0
"01072";"tbsp";4.00;0
"01073";"cup";75.00;0
"01073";"tbsp";4.00;0
"01074";"oz";28.35;0
"01074";"cup";230.00;0
"01076";"cup";244.00;0
"01076";"quart";976.00;0
"01077";"cup";244.00;0
"01077";"fl oz";30.50;0
"01077";"tbsp";15.00;0
"01077";"quart";976.00;0
"01078";"cup";244.00;0
"01078";"quart";976.00;0
"01079";"cup";244.00;0
"01079";"fl oz";30.50;0
"01079";"quart";976.00;0
"01080";"cup";245.00;0
"01080";"quart";980.00;0
"01081";"cup";246.00;0
"01081";"quart";984.00;0
"01082";"cup";244.00;0
"01082";"fl oz";30.50;0
"01082";"quart";976.00;0
"01083";"cup";245.00;0
"01083";"quart";980.00;0
"01084";"cup";246.00;0
"01084";"quart";984.00;0
"01085";"cup";245.00;0
"01085";"fl oz";30.60;0
"01085";"quart";980.00;0
"01086";"cup";245.00;0
"01086";"fl oz";30.60;0
"01086";"quart";980.00;0
"01087";"cup";246.00;0
"01087";"quart";984.00;0
"01088";"cup";245.00;0
"01088";"fl oz";30.60;0
"01088";"quart";980.00;0
"01089";"cup";244.00;0
"01089";"fl oz";30.50;0
"01089";"quart";976.00;0
"01090";"cup";128.00;0
"01091";"cup";120.00;0
"01092";"cup";68.00;0
"01093";"oz";28.35;0
"01094";"cup";120.00;0
"01094";"tbsp";6.50;0
"01095";"fl oz";38.20;0
"01095";"cup";306.00;0
"01096";"fl oz";31.50;0
"01096";"cup";252.00;0
"01097";"fl oz";31.90;0
"01097";"cup";256.00;0
"01102";"cup";250.00;0
"01102";"fl oz";31.20;0
"01102";"quart";1000.00;0
"01103";"cup";250.00;0
"01103";"fl oz";31.20;0
"01103";"quart";1000.00;0
"01104";"cup";250.00;0
"01104";"quart";1000.00;0
"01105";"cup";250.00;0
"01105";"fl oz";31.20;0
"01106";"fl oz";30.50;0
"01106";"cup";244.00;0
"01106";"quart";976.00;0
"01107";"fl oz";30.80;0
"01107";"cup";246.00;0
"01108";"cup";244.00;0
"01108";"quart";976.00;0
"01109";"cup";245.00;0
"01109";"quart";980.00;0
"01110";"fl oz";28.40;0
"01111";"fl oz";28.40;0
"01112";"cup";246.00;0
"01112";"quart";984.00;0
"01113";"cup";57.00;0
"01113";"tbsp";2.90;0
"01114";"cup";246.00;0
"01114";"quart";984.00;0
"01115";"cup";145.00;0
"01115";"tbsp";7.50;0
"01116";"container (6 oz)";170.00;0
"01116";"container (8 oz)";227.00;0
"01116";"cup (8 fl oz)";245.00;0
"01117";"container (6 oz)";170.00;0
"01117";"container (8 oz)";227.00;0
"01117";"cup (8 fl oz)";245.00;0
"01118";"container (6 oz)";170.00;0
"01118";"container (8 oz)";227.00;0
"01118";"cup (8 fl oz)";245.00;0
"01119";"container (6 oz)";170.00;0
"01119";"container (8 oz)";227.00;0
"01119";"cup (8 fl oz)";245.00;0
"01120";"container (6 oz)";170.00;0
"01120";"container (4.4 oz)";125.00;0
"01120";"cup (8 fl oz)";245.00;0
"01120";"container (8 oz)";227.00;0
"01121";"container (6 oz)";170.00;0
"01121";"cup (8 fl oz)";245.00;0
"01121";"container (8 oz)";227.00;0
"01121";"container, Dannon Sprinkl'ins (4.1 oz)";116.00;0
"01122";"container (6 oz)";170.00;0
"01122";"container (8 oz)";227.00;0
"01123";"large";50.00;0
"01123";"extra large";56.00;0
"01123";"medium";44.00;0
"01123";"small";38.00;0
"01124";"large";33.00;0
"01124";"cup";243.00;0
"01125";"large";17.00;0
"01125";"cup";243.00;0
"01126";"oz";28.35;0
"01127";"oz";28.35;0
"01128";"large";46.00;0
"01129";"cup, chopped";136.00;0
"01129";"tbsp";8.50;0
"01129";"large";50.00;0
"01130";"tbsp";15.00;0
"01130";"large";61.00;0
"01131";"large";50.00;0
"01132";"large";61.00;0
"01132";"tbsp";13.70;0
"01132";"cup";220.00;0
"01133";"cup, sifted";85.00;0
"01133";"tbsp";5.00;0
"01134";"cup, sifted";85.00;0
"01134";"tbsp";5.00;0
"01135";"oz";28.35;0
"01136";"cup, sifted";107.00;0
"01136";"tbsp";7.00;0
"01137";"cup, sifted";67.00;0
"01137";"tbsp";4.00;0
"01138";"egg";70.00;0
"01139";"egg";144.00;0
"01140";"egg";9.00;0
"01141";"egg";79.00;0
"01145";"pat (1"" sq, 1/3"" high)";5.00;0
"01145";"tbsp";14.20;0
"01145";"cup";227.00;0
"01145";"stick";113.00;0
"01146";"tbsp";5.00;0
"01151";"cup";245.00;0
"01151";"quart";980.00;0
"01152";"cup";245.00;0
"01152";"quart";980.00;0
"01153";"fl oz";31.50;0
"01154";"cup";120.00;0
"01155";"cup";68.00;0
"01156";"oz";28.35;0
"01157";"oz";28.35;0
"01159";"oz";28.35;0
"01160";"oz";28.35;0
"01161";"cup, shredded";113.00;0
"01161";"oz";28.35;0
"01161";"cubic inch";18.00;0
"01161";"slice";28.00;0
"01164";"cup";243.00;0
"01165";"cup, crumbled";132.00;0
"01165";"oz";28.35;0
"01166";"cup, diced";132.00;0
"01166";"cup, shredded";113.00;0
"01166";"oz";28.35;0
"01166";"cubic inch";18.00;0
"01166";"slice (1 oz)";28.00;0
"01167";"cup, diced";132.00;0
"01167";"cup, shredded";113.00;0
"01167";"oz";28.35;0
"01167";"cubic inch";17.00;0
"01167";"slice (1 oz)";28.00;0
"01168";"cup, diced";132.00;0
"01168";"cup, shredded";113.00;0
"01168";"oz";28.35;0
"01168";"cubic inch";17.00;0
"01168";"slice (1 oz)";28.00;0
"01169";"cup, diced";132.00;0
"01169";"cup, shredded";113.00;0
"01169";"oz";28.35;0
"01169";"cubic inch";17.00;0
"01169";"slice (1 oz)";28.00;0
"01171";"oz";28.00;0
"01172";"oz";28.00;0
"01173";"oz";28.00;0
"01174";"cup";246.00;0
"01174";"quart";984.00;0
"01175";"cup";244.00;0
"01175";"quart";976.00;0
"01178";"tablespoon";12.00;0
"01178";"cup";230.00;0
"01179";"tablespoon";12.00;0
"01179";"cup";230.00;0
"01180";"tablespoon";12.00;0
"01180";"cup";230.00;0
"01184";"container (6 oz)";170.00;0
"01185";"tablespoon";5.00;0
"01186";"tbsp";18.00;0
"01187";"container (6 oz)";170.00;0
"01190";"slice";21.00;0
"01191";"oz";28.00;0
"01192";"oz";28.00;0
"01200";"tablespoon";4.00;0
"01200";"cup";75.00;0
"01202";"cup";250.00;0
"01202";"fl oz";31.20;0
"01202";"quart";1000.00;0
"01203";"container (6 oz)";170.00;0
"01203";"cup (8 fl oz)";245.00;0
"01203";"container (8 oz)";227.00;0
"01204";"cup";100.00;0
"01204";"tbsp";5.00;0
"01204";"oz";28.35;0
"01205";"tbsp";15.00;0
"01208";"cup, diced";132.00;0
"01208";"oz";28.35;0
"01208";"cup, shredded";113.00;0
"01208";"cubic inch";14.30;0
"01208";"slice (1 oz)";28.00;0
"01208";"package (6 oz)";170.00;0
"01209";"oz";28.35;0
"01211";"cup";244.00;0
"01211";"tbsp";15.00;0
"01211";"fl oz";30.50;0
"01211";"quart";976.00;0
"01212";"cup";128.00;0
"01216";"container (6 oz)";170.00;0
"01216";"container (4.4 oz)";125.00;0
"01216";"cup (8 fl oz)";245.00;0
"01216";"container (8 oz)";227.00;0
"01217";"container (6 oz)";170.00;0
"01217";"cup (8 fl oz)";245.00;0
"01217";"container (8 oz)";227.00;0
"01217";"container, Dannon Sprinkl'ins (4.1 oz)";116.00;0
"01218";"container (6 oz)";170.00;0
"01218";"container (4.4 oz)";125.00;0
"01218";"cup (8 fl oz)";245.00;0
"01218";"container (8 oz)";227.00;0
"01219";"container (6 oz)";170.00;0
"01219";"cup (8 fl oz)";245.00;0
"01219";"container (8 oz)";227.00;0
"01220";"container (6 oz)";170.00;0
"01220";"container (8 oz)";227.00;0
"01220";"cup (8 fl oz)";245.00;0
"01221";"container (6 oz)";170.00;0
"01222";"container (6 oz)";170.00;0
"01223";"tbsp";11.00;0
"01225";"tbsp";19.00;0
"01226";"cup";240.00;0
"01228";"cup, crumbled";122.00;0
"01229";"cup, crumbled";118.00;0
"01230";"cup";245.00;0
"01231";"container";170.00;0
"01237";"bar";50.00;0
"01238";"serving";70.00;0
"01239";"serving";82.00;0
"01241";"serving";70.00;0
"01242";"serving";70.00;0
"01244";"bar";68.00;0
"01250";"can";227.00;0
"01252";"slice (3/4 oz)";21.00;0
"01253";"oz";28.35;0
"01253";"slice (3/4 oz)";21.00;0
"01253";"slice (1 oz)";28.00;0
"01253";"cubic inch";18.00;0
"01253";"cup, diced";140.00;0
"01253";"cup, shredded";113.00;0
"01253";"cup, melted";244.00;0
"01254";"cup";113.00;0
"01254";"oz";28.35;0
"01254";"slice (3/4 oz)";21.00;0
"01254";"package (8 oz)";227.00;0
"01255";"oz";28.00;0
"01256";"container";170.00;0
"01258";"cup, sifted";107.00;0
"01258";"tbsp";7.00;0
"01259";"piece";21.00;0
"01259";"package";566.00;0
"01260";"slice";21.00;0
"01263";"medium";298.00;0
"01265";"serving";28.00;0
"01266";"serving";28.00;0
"01270";"slice (3/4 oz)";21.00;0
"01270";"slice (1 oz)";28.00;0
"01271";"cup";86.00;0
"01284";"container (5.3 oz)";150.00;0
"01284";"cup (8 fl oz)";245.00;0
"01284";"container (6 oz)";170.00;0
"01284";"container (8 oz)";227.00;0
"01284";"container, Dannon Sprinkl'ins (4.1 oz)";116.00;0
"01285";"container (5.3 oz)";150.00;0
"01286";"container (5.3 oz)";150.00;0
"01289";"cup";243.00;0
"01289";"bottle";971.00;0
"01290";"cup";247.00;0
"01290";"bottle";989.00;0
"01291";"cup";252.00;0
"01291";"fl oz";31.50;0
"01292";"cup";250.00;0
"01292";"fl oz";31.20;0
"01292";"quart";1000.00;0
"01295";"cup (8 fl oz)";245.00;0
"01295";"container (8 oz)";227.00;0
"02001";"tsp";1.90;0
"02001";"tbsp";6.00;0
"02002";"tsp, whole";2.10;0
"02002";"tbsp, whole";6.70;0
"02003";"tsp, leaves";0.70;0
"02003";"tbsp, leaves";2.10;0
"02003";"tsp, ground";1.40;0
"02003";"tbsp, ground";4.50;0
"02005";"tsp";2.10;0
"02005";"tbsp";6.70;0
"02006";"tsp, ground";2.00;0
"02006";"tbsp, ground";5.80;0
"02007";"tsp";2.00;0
"02007";"tbsp";6.50;0
"02008";"tsp";0.60;0
"02008";"tbsp";1.90;0
"02009";"tsp";2.70;0
"02009";"tbsp";8.00;0
"02010";"tsp";2.60;0
"02010";"tbsp";7.80;0
"02011";"tsp";2.10;0
"02011";"tbsp";6.50;0
"02012";"tsp";0.60;0
"02012";"tbsp";1.80;0
"02013";"tsp";1.80;0
"02013";"tbsp";5.00;0
"02014";"tsp, whole";2.10;0
"02014";"tbsp, whole";6.00;0
"02015";"tsp";2.00;0
"02015";"tbsp";6.30;0
"02016";"tsp";2.10;0
"02016";"tbsp";6.60;0
"02017";"tsp";1.00;0
"02017";"tbsp";3.10;0
"02018";"tsp, whole";2.00;0
"02018";"tbsp, whole";5.80;0
"02019";"tsp";3.70;0
"02019";"tbsp";11.10;0
"02020";"tsp";3.10;0
"02020";"tbsp";9.70;0
"02021";"tsp";1.80;0
"02021";"tbsp";5.20;0
"02022";"tsp";1.70;0
"02022";"tbsp";5.30;0
"02023";"tsp";0.60;0
"02023";"tbsp";1.70;0
"02024";"tsp";2.00;0
"02024";"tbsp";6.30;0
"02025";"tsp";2.20;0
"02025";"tbsp";7.00;0
"02026";"tsp";2.40;0
"02026";"tbsp";6.90;0
"02027";"tsp, leaves";1.00;0
"02027";"tsp, ground";1.80;0
"02028";"tsp";2.30;0
"02028";"tbsp";6.80;0
"02029";"tsp";0.50;0
"02029";"tbsp";1.60;0
"02030";"tsp, ground";2.30;0
"02030";"tbsp, ground";6.90;0
"02030";"tsp, whole";2.90;0
"02031";"tsp";1.80;0
"02031";"tbsp";5.30;0
"02032";"tsp, ground";2.40;0
"02032";"tbsp, ground";7.10;0
"02033";"tsp";2.80;0
"02033";"tbsp";8.80;0
"02034";"tsp";1.50;0
"02034";"tbsp";4.40;0
"02035";"tsp";1.70;0
"02035";"tbsp";5.60;0
"02036";"tsp";1.20;0
"02036";"tbsp";3.30;0
"02037";"tsp";0.70;0
"02037";"tbsp";2.10;0
"02038";"tsp";0.70;0
"02038";"tbsp";2.00;0
"02039";"tsp";1.40;0
"02039";"tbsp";4.40;0
"02041";"tsp, leaves";0.60;0
"02041";"tbsp, leaves";1.80;0
"02041";"tsp, ground";1.60;0
"02041";"tbsp, ground";4.80;0
"02042";"tsp, leaves";1.00;0
"02042";"tbsp, leaves";2.70;0
"02042";"tsp, ground";1.40;0
"02042";"tbsp, ground";4.30;0
"02043";"tsp";3.00;0
"02043";"tbsp";9.40;0
"02046";"cup";249.00;0
"02047";"tsp";6.00;0
"02047";"tbsp";18.00;0
"02047";"cup";292.00;0
"02048";"tbsp";14.90;0
"02048";"cup";239.00;0
"02048";"tsp";5.00;0
"02049";"tsp";0.80;0
"02050";"tsp";4.20;0
"02050";"tbsp";13.00;0
"02050";"cup";208.00;0
"02051";"tsp";4.20;0
"02051";"tbsp";13.00;0
"02052";"tsp";4.20;0
"02052";"tbsp";13.00;0
"02053";"tbsp";14.90;0
"02053";"cup";238.00;0
"02053";"tsp";5.00;0
"02055";"tsp";5.00;0
"02055";"tbsp";15.00;0
"02063";"tsp";0.70;0
"02063";"tbsp";1.70;0
"02066";"tsp";0.50;0
"02066";"tbsp";1.60;0
"02068";"tbsp";14.90;0
"02068";"cup";239.00;0
"02068";"tsp";5.00;0
"02069";"tbsp";16.00;0
"02069";"cup";255.00;0
"02069";"tsp";5.30;0
"03000";"bar";36.00;0
"03001";"packet";28.00;0
"03002";"tbsp";14.70;0
"03002";"oz";28.35;0
"03002";"jar";71.00;0
"03003";"oz";28.35;0
"03003";"tbsp";14.70;0
"03003";"jar";71.00;0
"03005";"tbsp";16.00;0
"03005";"oz";28.35;0
"03005";"jar";71.00;0
"03007";"oz";28.35;0
"03007";"jar";71.00;0
"03008";"tbsp";15.00;0
"03008";"oz";28.35;0
"03008";"jar";71.00;0
"03008";"jar Gerber Second Foods (2.5 oz)";71.00;0
"03009";"oz";28.35;0
"03009";"jar";71.00;0
"03010";"tbsp";22.00;0
"03010";"oz";28.35;0
"03010";"jar";71.00;0
"03010";"container";70.00;0
"03011";"oz";28.35;0
"03011";"jar";71.00;0
"03012";"tbsp";15.00;0
"03012";"oz";28.35;0
"03012";"jar";71.00;0
"03012";"jar Gerber Second Foods (2.5 oz)";71.00;0
"03013";"tbsp";15.00;0
"03013";"oz";28.35;0
"03013";"jar";71.00;0
"03014";"stick";10.00;0
"03014";"jar";71.00;0
"03014";"jar Gerber Graduate (2.5 oz)";71.00;0
"03015";"tbsp";15.00;0
"03015";"oz";28.35;0
"03015";"jar";71.00;0
"03015";"jar Gerber Second Foods (2.5 oz)";71.00;0
"03016";"tbsp";19.00;0
"03016";"container";68.00;0
"03017";"stick";10.00;0
"03017";"jar";71.00;0
"03017";"jar Gerber Graduate (2.5 oz)";71.00;0
"03019";"bar";9.90;0
"03021";"stick";10.00;0
"03021";"jar";71.00;0
"03021";"jar Gerber Graduate (2.5 oz)";71.00;0
"03022";"serving";99.00;0
"03024";"serving";113.00;0
"03025";"serving";170.00;0
"03026";"serving";88.00;0
"03041";"oz";28.35;0
"03041";"jar";113.00;0
"03042";"oz";28.35;0
"03042";"jar";170.00;0
"03043";"oz";28.35;0
"03043";"jar";170.00;0
"03044";"tbsp";16.00;0
"03044";"oz";28.35;0
"03044";"jar";113.00;0
"03044";"jar Gerber Second Food (4 oz)";113.00;0
"03044";"jar Beech-Nut Stage 2 (4 oz)";113.00;0
"03044";"jar Heinz Strained-2 (4 oz)";113.00;0
"03045";"tbsp";16.00;0
"03045";"oz";28.35;0
"03045";"jar";170.00;0
"03045";"jar Beech-Nut Stage 3 (6 oz)";170.00;0
"03045";"jar Gerber Third Foods (6 oz)";170.00;0
"03046";"tbsp";16.00;0
"03046";"piece";8.00;0
"03047";"tbsp";16.00;0
"03047";"oz";28.35;0
"03047";"jar";113.00;0
"03047";"jar Gerber Second Food (4 oz)";113.00;0
"03047";"jar Beech-Nut Stage 2 (4 oz)";113.00;0
"03047";"jar Heinz Strained-2 (4 oz)";113.00;0
"03048";"container";113.00;0
"03049";"oz";28.35;0
"03049";"jar";170.00;0
"03050";"tbsp";16.00;0
"03050";"oz";28.35;0
"03050";"jar";170.00;0
"03050";"jar Beech-Nut Stage 3 (6 oz)";170.00;0
"03050";"jar Gerber Third Foods (6 oz)";170.00;0
"03050";"jar Heinz Junior-3 (6 oz)";170.00;0
"03051";"oz";28.35;0
"03051";"jar";170.00;0
"03053";"cup";256.00;0
"03053";"tbsp";16.00;0
"03053";"oz";28.35;0
"03053";"jar";113.00;0
"03053";"jar Earth's Best (4.5 oz)";128.00;0
"03053";"jar Gerber Second Food (4 oz)";113.00;0
"03053";"jar Beech-Nut Stage 2 (4 oz)";113.00;0
"03053";"jar Heinz Strained-2 (4 oz)";113.00;0
"03054";"cup";256.00;0
"03054";"tbsp";16.00;0
"03054";"oz";28.35;0
"03054";"jar";170.00;0
"03054";"jar Beech-Nut Stage 3 (6 oz)";170.00;0
"03054";"jar Gerber Third Foods (6 oz)";170.00;0
"03054";"jar Heinz Junior-3 (6 oz)";170.00;0
"03055";"jar Beech-Nut Stage 2 (4 oz)";113.00;0
"03067";"oz";28.35;0
"03067";"jar";170.00;0
"03068";"tbsp";16.00;0
"03068";"oz";28.35;0
"03068";"jar";113.00;0
"03068";"jar Gerber Second Food (4 oz)";113.00;0
"03068";"jar Beech-Nut Stage 2 (4 oz)";113.00;0
"03068";"jar Heinz Strained-2 (4 oz)";113.00;0
"03069";"tbsp";16.00;0
"03069";"oz";28.35;0
"03069";"jar";170.00;0
"03069";"jar Beech-Nut Stage 3 (6 oz)";170.00;0
"03069";"jar Gerber Third Foods (6 oz)";170.00;0
"03069";"jar Heinz Junior-3 (6 oz)";170.00;0
"03070";"jar Beech-Nut Stage 2 (4 oz)";113.00;0
"03070";"tbsp";16.00;0
"03070";"oz";28.35;0
"03070";"jar";113.00;0
"03070";"jar Heinz Strained-2 (4 oz)";113.00;0
"03072";"tbsp";16.00;0
"03072";"oz";28.35;0
"03072";"jar";170.00;0
"03072";"jar";170.00;0
"03073";"cup";256.00;0
"03073";"tbsp";16.00;0
"03073";"oz";28.35;0
"03073";"jar";113.00;0
"03073";"jar Gerber Second Food (4 oz)";113.00;0
"03073";"jar Beech-Nut Stage 2 (4 oz)";113.00;0
"03073";"jar Heinz Strained-2 (4 oz)";113.00;0
"03075";"oz";28.35;0
"03075";"jar";113.00;0
"03076";"oz";28.35;0
"03076";"jar";170.00;0
"03077";"jar, Gerber (4 oz)";113.00;0
"03079";"oz";28.35;0
"03079";"jar";113.00;0
"03081";"oz";28.35;0
"03081";"jar";170.00;0
"03082";"tbsp";16.00;0
"03082";"oz";28.35;0
"03082";"jar";113.00;0
"03082";"jar Gerber Second Food (4 oz)";113.00;0
"03082";"jar Beech-Nut Stage 2 (4 oz)";113.00;0
"03082";"jar Heinz Strained-2 (4 oz)";113.00;0
"03083";"tbsp";16.00;0
"03083";"oz";28.35;0
"03083";"jar";170.00;0
"03083";"jar Beech-Nut Stage 3 (6 oz)";170.00;0
"03083";"jar Gerber Third Foods (6 oz)";170.00;0
"03083";"jar Heinz Junior-3 (6 oz)";170.00;0
"03084";"cup";256.00;0
"03084";"tbsp";16.00;0
"03084";"oz";28.35;0
"03084";"jar";113.00;0
"03084";"jar Earth's Best (4.5 oz)";113.00;0
"03084";"jar Gerber Second Food (4 oz)";113.00;0
"03085";"cup";256.00;0
"03085";"tbsp";16.00;0
"03085";"oz";28.35;0
"03085";"jar";170.00;0
"03085";"jar Gerber Third Foods (6 oz)";170.00;0
"03089";"oz";28.35;0
"03089";"jar";113.00;0
"03090";"oz";28.35;0
"03090";"jar";170.00;0
"03091";"cup";240.00;0
"03091";"tbsp";15.00;0
"03091";"oz";28.35;0
"03091";"jar";113.00;0
"03091";"jar Beech-Nut Stage I (4 oz)";113.00;0
"03091";"jar Gerber First Foods (2.5 oz)";71.00;0
"03091";"jar Gerber Second Food (4 oz)";113.00;0
"03091";"jar Heinz Strained-2 (4 oz)";113.00;0
"03091";"jar Heinz Beginner-1 (2.5 oz)";71.00;0
"03092";"cup";240.00;0
"03092";"tbsp";15.00;0
"03092";"oz";28.35;0
"03092";"jar";170.00;0
"03092";"jar Beech-Nut Stage 3 (6 oz)";170.00;0
"03093";"oz";28.35;0
"03093";"jar";128.00;0
"03096";"jar, Gerber (4 oz)";113.00;0
"03098";"cup";224.00;0
"03098";"tbsp";14.00;0
"03098";"oz";28.35;0
"03098";"jar";113.00;0
"03098";"jar Gerber Second Food (4 oz)";113.00;0
"03098";"jar Heinz Strained-2 (4 oz)";113.00;0
"03099";"cup";224.00;0
"03099";"jar Heinz Strained-2 (4 oz)";113.00;0
"03099";"jar Heinz Beginner-1 (2.5 oz)";71.00;0
"03099";"tbsp";14.00;0
"03099";"oz";28.35;0
"03099";"jar";113.00;0
"03099";"jar Beech-Nut Baby's First (2.5 oz)";71.00;0
"03099";"jar Beech-Nut Stage I (4 oz)";113.00;0
"03099";"jar Gerber First Foods (2.5 oz)";71.00;0
"03099";"jar Earth's Best (4.5 oz)";128.00;0
"03099";"jar Gerber Second Food (4 oz)";113.00;0
"03100";"cup";224.00;0
